language_encoded,budget_scaled,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
7,0.6954235822200154,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.049421692673040384,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
7,0.2677562590736304,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
7,0.6830019361689051,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,0.6803824338285062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.43963402850968125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
7,0.6375398408354375,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.8482385920512219,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,0.43963402850968125,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,0.6445050696000184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33,0.43963402850968125,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.3887155209882148,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.11091970015557939,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
7,-1.8613671836253345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
7,0.4077783097906411,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.6543544140710194,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0.4656620464165903,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.5521933062579815,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
7,0.6445050696000184,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
7,0.36670914679682604,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,-1.8613671836253345,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0.43963402850968125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.6184770499935992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.7132917313853969,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7,0.20987254029253133,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
7,0.5964706730829944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,0.4936591837305935,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7,0.3887155209882148,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.1599102051433482,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.6803824338285062,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.4656620464165903,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,0.6635678605268324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-0.1188412741313176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0.7533073240011454,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0.49751776632528755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7,0.36670914679682604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.07906401355724639,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0.5964706730829944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,-1.3962449881082495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,-1.8613671836253345,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0.20987254029253133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.788300729935212,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7,0.46918713571387977,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0.42299779379787394,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,-1.8613671836253345,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.6151761197970609,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.3887155209882148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,0.3985648643262093,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.523545785025301,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
7,-1.8613671836253345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.5964706730829944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.736492750567287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.49751776632528755,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0.736492750567287,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7,0.36670914679682604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0.5312643602759916,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0.8841159568537669,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7,0.20987254029253133,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.669395562409655,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.22081181243316506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.43963402850968125,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7,0.727279304032164,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
7,-1.8613671836253345,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7,0.5916309258783942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.5385869328880738,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.340681131269231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.4714897479425155,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.4077783097906411,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
7,-1.8613671836253345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
7,0.4876684223074892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0.736492750567287,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,0.20987254029253133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,-1.8613671836253345,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,-1.8613671836253345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7,0.7291701776734443,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0.5067312123845481,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0.523545785025301,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7,0.11091970015557939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.6478642568529971,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.49751776632528755,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18,-1.8613671836253345,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7,0.5964706730829944,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7,0.7434579794168437,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.5704426537484965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,-1.8613671836253345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.49751776632528755,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.5704426537484965,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
7,0.5704426537484965,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,0.12452606119632394,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.6527593262862995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.5964706730829944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0.340681131269231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,0.8163828699671515,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7,-1.8613671836253345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.5964706730829944,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.7068503889144988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.340681131269231,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7,0.669395562409655,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,-1.8613671836253345,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,-1.8613671836253345,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7,-1.8613671836253345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.30882541611916153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.7346970177965989,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.5704426537484965,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7,-0.40470856357474877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.7174299594705221,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,-1.8613671836253345,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7,0.42459288144001345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.20987254029253133,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.42459288144001345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,-1.8613671836253345,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
7,0.515385914650911,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
7,0.6954235822200154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,0.727279304032164,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0.2897626298659999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.867301383300943,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,0.477088852378977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,0.6375398408354375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.6954235822200154,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,0.5866213287252937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.6375398408354375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0.6184770499935992,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.5704426537484965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.6954235822200154,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.515385914650911,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0.7857961240535725,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0.6830019361689051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.5964706730829944,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7,0.7451474532535297,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.8111910660466436,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.727279304032164,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.340681131269231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0.515385914650911,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
7,0.5760417584045867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-1.8613671836253345,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.5760417584045867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,-1.8613671836253345,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,0.6375398408354375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.5704426537484965,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.6184770499935992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,0.6184770499935992,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,0.025573279460606557,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.2677562590736304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.7214516021096863,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
7,-1.8613671836253345,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.20987254029253133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,0.5964706730829944,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.6375398408354375,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7,0.6375398408354375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.4077783097906411,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.49751776632528755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.5385869328880738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.515385914650911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.6375398408354375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.6375398408354375,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.7610258995857743,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0.6574920979929371,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.523545785025301,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
7,0.30032531324947415,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
10,0.32877766908699935,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.5964706730829944,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
7,0.6375398408354375,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
7,0.7533073240011454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0.5866213287252937,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.4876684223074892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.6375398408354375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.7595152095815044,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0.20987254029253133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.6375398408354375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.477088852378977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,-1.8613671836253345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.5964706730829944,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.3887155209882148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.5704426537484965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.5964706730829944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.6316056383046518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7,0.5646149519846397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.49751776632528755,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,-1.8613671836253345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.8613671836253345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.01988871951083048,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,0.6830019361689051,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7,0.669395562409655,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
