language_encoded,budget_scaled,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
5,0.3731323493196066,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5,0.24533746811919643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.24533746811919643,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
5,0.24533746811919643,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,-1.9440668518232984,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.6495038110356053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.3731323493196066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,0.3731323493196066,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.9150853304642712,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.8827678284196677,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5,0.7311860086582388,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,-1.0391760929456384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.24533746811919643,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5,0.9670299269770909,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.4707698194055682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-1.5250244722705444,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,-0.4707698194055682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,-0.024985422832875505,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5,0.8589808921950843,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5,-1.1327724005733464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.21302003508935646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5,0.5747777125903657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.3247730878668537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.48118138243273034,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.24533746811919643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.024985422832875505,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0.3731323493196066,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1.1031199528699842,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1.015389189431174,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.024985422832875505,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
5,0.27282849250941354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.27282849250941354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.5747777125903657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.24533746811919643,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.48118138243273034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5,0.48118138243273034,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,-1.2408214036465681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,-1.5250244722705444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5,0.3731323493196066,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.5747777125903657,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,0.5747777125903657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.08892917555598262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.024985422832875505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.5747777125903657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.5747777125903657,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0.6727412303038768,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.015078696211472802,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5,-1.0809107183300295,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5,0.3731323493196066,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
5,0.5747777125903657,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5,0.3247730878668537,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.16107544165755194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.5747777125903657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.5747777125903657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,-0.21302003508935646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.3731323493196066,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.24533746811919643,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.3731323493196066,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-10.566491748079066,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5,0.21672405558817134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,-0.11271618187368436,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.7311860086582388,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.31214335383084835,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.3731323493196066,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.015078696211472802,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5,-0.7549729659107567,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.3731323493196066,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.3969193439551215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.48118138243273034,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,-0.7549729659107567,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.8827678284196677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.9566182960819907,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5,0.8589808921950843,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5,0.08892917555598262,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0.08892917555598262,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.08892917555598262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.6415835992578318,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5,0.5201320293767069,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5,0.21672405558817134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.21672405558817134,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.7549729659107567,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.11271618187368436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.5747777125903657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.7311860086582388,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-1.0751291592537464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-2.2608770081975487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.7979918956443096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,1.2170345562065898,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,0.6089762649682458,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.8827678284196677,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0.5388246379817574,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5,-1.2684989109290299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.5388246379817574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,1.1585897772427245,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.08892917555598262,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,-0.26912446976402493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5,0.27282849250941354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.26912446976402493,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
5,-2.0847230817202216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.3731323493196066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.11271618187368436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.15573506063042264,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.9566182960819907,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-1.1327724005733464,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.6727412303038768,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,0.12312772709941874,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.7311860086582388,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,1.0606262583863895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.8589808921950843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5,-0.3969193439551215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.08892917555598262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.5747777125903657,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
5,-0.26912446976402493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,-0.024985422832875505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.3731323493196066,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.08892917555598262,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0.2600418892025927,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0.6089762649682458,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.8827678284196677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0.3247730878668537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.0606262583863895,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.0948248111814916,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5,0.18689269098384612,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.8230278172790498,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
5,-0.3969193439551215,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0.015078696211472802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.48118138243273034,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.27282849250941354,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0.9670299269770909,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5,0.08892917555598262,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5,0.8931794448511107,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
5,0.24533746811919643,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.4183694173986574,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.26912446976402493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.4183694173986574,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.6573355269772911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.21302003508935646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.5747777125903657,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5,-1.0391760929456384,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.12312772709941874,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.5201320293767069,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,0.39611576171329727,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0.08892917555598262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.8819643049656207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,-0.06747911525490406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,-0.15113298771375674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.2170345562065898,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5,0.8589808921950843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,1.143184073746832,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5,-0.11271618187368436,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,-0.11271618187368436,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.5747777125903657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.3969193439551215,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,-0.3969193439551215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.4328724157968943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.2170345562065898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,-1.6389390149972436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0.3247730878668537,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
5,0.24533746811919643,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.11271618187368436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,-0.26912446976402493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,-1.1327724005733464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5,0.27282849250941354,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5,0.6878156023693628,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,-3.2128253751682414,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.5533276260043687,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5,0.3247730878668537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0.29928186867707574,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,-0.3301134620667311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.702572595543103,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5,-0.8827678284196677,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,0.5747777125903657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.29928186867707574,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.26912446976402493,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5,0.39611576171329727,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0.6573355269772911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.6573355269772911,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.17768996006450927,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,-1.5988749165685086,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,-0.26912446976402493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,-0.6988685357292369,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.08892917555598262,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5,-1.0391760929456384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5,0.9964439472054222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0.4183694173986574,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0.7979918956443096,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.7311860086582388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5,-1.0906188280183085,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,-0.16107544165755194,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
