original_language,budget,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
en,75000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,72000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
en,52000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,35000000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
en,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
en,1200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,13400000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,120000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
en,13000000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
en,30000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
en,44000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,130000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hi,7400000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,18000000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
en,22000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,73000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cn,4500000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,100000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
en,30000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,24000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,80000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,3000000,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,25000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,1500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,25000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,8000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,65000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,15000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,50000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
en,237000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,3300000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,160000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
en,7200000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,18000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,2500000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
en,110000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,18000000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
en,5000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
en,45000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,4000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cn,7500000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,4000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,100000000,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,50000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
en,160000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
en,15000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
fa,800000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,90000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,6000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,100000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,50000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,9500000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,20000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,14000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,17000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,700000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,30000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,13000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,15000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,4200000,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
en,100000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,8000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fr,60000000,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
en,25000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
en,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
sv,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,40000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
en,27000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,3000000,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
en,14000000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,11000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,50000000,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
en,12000000,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,8000000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
en,35000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,125000000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,4000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,33000000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,33000000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
en,107000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,2000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,32500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,61000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,70000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
en,15000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,50000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
en,12000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,127000000,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,8000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,6500000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,15000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,25000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,22000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
en,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,110000000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
en,6600000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,27000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,4638783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
en,50000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,13000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
en,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,133000000,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,65000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,25000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,12000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,20000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
en,20000000,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
en,8000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,22000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,6000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
en,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
en,65000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,75000000,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,2200000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,1200000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,13000000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
en,20000000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,1250000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,160000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,13200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,25000000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,60000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,68000000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
en,30000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
hi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,26000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,40000000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
en,120000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,1250000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,90000000,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
en,8000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,26000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,30000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
en,19000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,105000000,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,2000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,75000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,17000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
en,2000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
en,32000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,2000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,1000000,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
en,70000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,40000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,42000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,10000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
en,24000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,3900000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,5000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,80000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,37000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
en,11000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,280000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,5000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,20500000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,4000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,25100000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,60000000,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
de,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,15000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zh,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,19000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,1000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,27000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,75000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,67000000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,60000000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,27500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,52000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,44000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,2280000,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
fr,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,3800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
en,28000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,70000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,80000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,12000000,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
en,90000000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,11000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,11000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,82000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,8000000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
en,5500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,20000000,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
en,21000000,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
en,30250000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,1800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,32000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,50000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,1500000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,70000000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
en,135000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
en,8000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,24000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,600000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,70000000,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,19000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,8000000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,5000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
en,15000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
en,92000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,70000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
en,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
en,90000000,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
en,44000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,16000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,5000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
en,37000000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,15000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,30000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
en,20000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,20000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,439000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
en,53000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,15000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,1800000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,45000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,6000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,55000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,70000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,125000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,40000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,25000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,50000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,59000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
en,40000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,135000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,11000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,100000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,70000000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,1300000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
en,35000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,82000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
en,8000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,1000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,17000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
en,16000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
de,15238800,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
en,25000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,95000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xx,12000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,61000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
en,8000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
