original_language,budget,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
en,25000000,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
en,12000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
en,11000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,30000000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
en,50000000,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
en,5000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,12000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
en,40000000,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
en,15000000,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
en,50000000,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,5500000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,10000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
en,42000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,20000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,85000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
en,50000000,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
en,63600000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,80000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,5000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ja,41677699,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
en,40000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
en,25000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
zh,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
en,250000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,24000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,50000000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,23000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
en,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,20000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
zh,12000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
en,50000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
en,700000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,45000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,23000000,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,17700000,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
nl,4500000,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,12000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
en,4000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,60000000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,15000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
en,25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,18000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,16500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,32000000,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
en,45000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
en,150000000,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,175000000,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,6000000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
zh,12000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
nl,21000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
en,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
en,70000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,38000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
en,25000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,18000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,1650000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
en,55000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,3500000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,3000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
en,35000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,350000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,38000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,15000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,15000000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,2000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,6000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,100000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,100000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
fr,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
he,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,17000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,30000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,40000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,4800000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,6244087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
en,200000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,5000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,25000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,10800000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,12500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,50000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
en,36000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,92000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,1000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
en,22000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,14000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,21000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,110000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,1500000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
en,22000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,60000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,48000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,4500000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,19000000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
en,22000000,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,2800000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,300000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,150000000,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,25000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,25000000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
en,45000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,90000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,65000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,20000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
en,75000000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,155000000,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
en,75000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,120000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,60000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,12000000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
en,41000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
en,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,35000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,13000000,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,55000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,130000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,15000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,50000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,22000000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,15000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,35000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,11000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,150000000,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,50000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,20000000,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
en,250000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,178000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
en,90000000,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,7000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,258000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
en,40000000,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
en,90000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,15000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,120000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
en,35000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
en,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
en,120000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,11000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,80000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
en,40000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,4000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,30000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,17500000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,6500000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
en,14000000,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,30000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,250,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,16500000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
es,1500000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,38000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,6000000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,3800000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,18000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,17000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nl,4000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
en,27000000,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
en,16000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
en,16000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,35000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,40000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,1000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,120000000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
en,175000000,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,30000000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
en,8000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
es,5000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,150000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
en,39000000,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
en,24000000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
ja,1000000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
fr,1344000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,20000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,1200000,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
en,12000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,45000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,30000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,90000000,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
en,20000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,7000000,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
en,75000000,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,185000000,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,65000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,80000000,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,40000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,6000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,19000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
en,20000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,25000000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,27000000,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
en,65000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
en,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
en,3200000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,75000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
en,3000000,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,24000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,55000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,65000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,1800000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
en,30000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,8000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,80000000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,28000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,60000000,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,245000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
en,60000000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,25000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,2500000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,3600000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,100000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ar,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,12600000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
en,3500000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
en,12000000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,150000000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
en,20000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
en,20000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
en,9000000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
en,1700000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,37000000,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
en,22000000,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
en,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,33000000,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
en,40000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,20000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
en,20000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,2902660,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,40000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hi,7000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
en,12000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
en,28000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
