revenue
0
32935319
78898765
5028948
30426096
0
0
162091208
32801173
311256926
0
2119994
116019547
105178561
0
0
24332324
49554002
98126565
0
48428063
111731
0
13835130
216614388
95708457
25303038
0
79567667
244931766
14056528
814666
938212738
69425966
0
210819611
305875730
0
0
0
37170057
1632
0
194564672
0
13350369
19924033
0
112265139
100654149
25059640
18662027
52501541
653621
117719158
0
0
10000000
43650785
0
34266564
96800000
67200000
0
0
129540499
154864401
0
173921954
16519460
0
33245
7282851
17869048
7266209
20766616
128798265
173000000
0
180274123
0
1429299
7202
0
0
529766
788241776
0
17709155
270248367
0
773228
0
0
21819348
29762011
0
22211426
70906973
31430334
0
2891288
130431368
52223306
220673217
14500000
524028679
42000000
48027970
1984662
216763646
882290
13
0
390659
274703340
84460846
4100000
0
234801895
0
26096852
151668774
0
136706683
214918407
0
250200000
50244700
68673228
662845518
5967038
48169156
10700000
104303851
200276000
0
309208309
346594
0
4074023
0
22593409
0
159157447
5989640
9250000
0
37000000
0
3094813
0
970761885
3442853
88923251
46243000
0
0
0
160638883
0
147780440
0
0
100000000
40452643
4105187
232324128
34742066
86362372
456758981
0
105834556
0
128884132
3049135
104478416
0
0
0
2365467
926287400
69485490
3052000
0
113280098
0
2955039
5179037
2500000
0
127730736
67312826
0
12800000
1025491110
96060858
190212113
469160692
92380927
7400000
17508518
226830568
30418560
24000000
850000000
0
34441873
78382433
361832400
51142659
142817992
72070731
90574188
0
109449237
0
224920315
10589102
0
57120318
82087155
0
20966644
408247917
0
14674076
152427960
96618699
31670620
0
0
16863583
129042871
126069509
120455994
0
877244782
122126687
57096190
8000000
0
13001257
109676311
60289912
60700000
21409028
90029656
940335536
0
47231070
0
70100000
33400000
0
36160375
0
135330182
18618284
25
182016617
10443316
0
0
100000000
677945399
34808403
187500000
213525736
40346186
62646763
0
2899975
0
45892212
21786738
163712074
86369815
0
21378361
27165581
228738393
5129058
7011317
284600000
136150434
117224271
100525432
300400432
96047633
108348
87055349
4562146
0
23341568
42285169
151831537
0
141069860
110803676
16800000
0
7830611
231449203
0
61698899
100086793
201585328
44030246
0
28121100
10382407
25000000
112343513
188072649
83707310
54000000
206678440
23006849
0
381420
0
0
0
84646831
0
1123746996
0
123726688
12000000
10400000
0
27900000
113714830
8493890
20374201
0
480314
0
783766341
61112916
0
24007324
246984278
0
223664608
0
330048
59600000
295750
0
1675706
49627779
549368315
4884663
0
816969268
0
847423452
2000000
41480851
104907746
0
6420319
20080020
0
0
0
46221189
0
1506249360
0
782102
90449929
176885658
123307945
86930411
373554033
152944660
0
7587485
101564935
69823199
0
179246868
183293131
0
177841558
51416464
162945894
79817939
83615414
30859000
25
16991902
0
96070507
268157400
69055695
124914842
0
97837138
72178895
0
186167139
38251425
343471816
0
352194034
54926886
0
96455697
53208180
412800000
46069568
41819064
32000000
110197
18928871
25966555
674918
242295562
0
245066411
0
0
25288872
0
0
104324083
0
162839667
4505922
22730842
30102717
414404
123494610
0
17500000
0
0
6451628
0
17164377
108103450
8844595
186438883
0
14109284
37930465
56298474
0
34000000
90426405
102825796
0
900000
27187653
16900000
21148829
0
0
61619773
90383208
0
1980338
84601681
76000000
36450736
24185781
333011068
178262620
347234916
0
50871113
748806957
0
38119483
9440272
235483004
23
0
1548955
84146832
0
11263966
29000000
215283742
600896
0
229074524
358991681
3221152
42045846
168167691
173046663
260095987
5000000
6538177
25482931
187361754
186053725
495303
336529144
20423389
148336445
69411370
10719357
73174566
0
0
19294144
99357138
0
102391382
0
316360478
0
22179430
11130889
91753202
0
30749142
0
0
440603537
0
9600000
258022233
302469017
0
174578751
24362772
0
229736344
0
64238440
33333531
0
25000000
413106170
0
11341016
0
177371441
1274219009
24911670
46471023
14373825
27362712
10409377
151161491
76657000
17432163
245676146
30641770
7314027
142851197
0
106371651
45479110
68411275
33754967
80035402
50451307
36433975
0
6842058
76432727
0
0
3665069
5164404
31155435
80197993
48814909
474171806
52882018
61548707
5400000
32255440
0
27640028
71009334
145896422
27092880
160388063
1053788
591794936
132511035
294804195
58401898
121545703
0
63782078
17436509
0
0
88489643
0
281929795
0
3330
12000000
69821334
354248063
0
0
74000000
0
4242978
68706993
123384128
44909486
0
0
635096
876688482
0
0
0
119723358
0
286140700
0
8801940
240031094
0
22441323
19255873
55583804
0
112483764
0
136000000
299268508
278731369
36606743
51164106
272742922
60072596
2957978
19829957
16757163
0
74787599
3500000
0
100230832
32248241
20275812
66122026
0
94000000
157107755
0
136621271
55495563
29657751
128905366
0
0
24145613
46189568
12372410
47664559
0
0
0
0
0
13000000
4245870
0
145771527
19170001
326551094
60527873
0
124731534
0
27330000
0
0
653428261
47175038
0
24719215
10424470
33400000
10725228
31466789
38574362
0
0
10018
37962774
3325038
41170784
0
0
5923044
459270619
145793296
177512032
289317794
250649836
1997807
170362582
0
0
95000000
122489822
116400000
7900000
0
105173115
3193102
0
16178959
5000000
4235151
0
0
69995385
0
155010032
81272766
16017403
162966177
107458785
41797066
531826
30050028
197687603
12382362
14980005
153962963
62357900
4651977
103735
231411584
129000000
9489829
36850101
31148328
494878759
1644755
0
110879513
0
572700000
4291965
35424826
56702901
0
144216468
20529194
0
9069
18948425
111340801
0
0
9016377
155464351
31327899
6294161
30016165
0
443140005
264218220
19701164
54600000
0
21164799
0
0
245724603
0
0
0
0
22309223
16549477
13596911
0
1845034188
73762516
0
11000000
150406466
51376861
230685453
114178613
0
42064105
589390539
52293982
32101000
38058335
126546518
129832389
0
42277365
150277
1151330
15304890
157887643
0
3542353
180622424
0
0
0
5530764
15608545
0
152925093
25754284
0
211643158
61399552
0
0
20256975
0
33372606
85300000
13644292
0
41833347
39267515
116766556
463000000
5476793
76382
381509870
43165571
0
169956806
0
0
0
0
55707411
0
652105443
53977250
0
23000
6892000
0
40105542
0
42972994
336472
11125849
0
117487473
219103655
9726954
19472057
46495
0
17507368
85416905
8454301
44196684
42487390
10229331
23321954
0
0
25035950
150166126
7002261
127814609
43967255
709827462
0
0
710644566
0
6230276
71069884
0
35387212
1831348
484572835
5355847
0
0
163670000
0
6600000
64282312
141047179
236350661
193000000
38992758
13100000
96889998
216485654
113374103
60896147
0
16700000
415484914
27281507
45300000
15395087
12342632
276572938
17000000
871279
50750000
0
349779543
50363790
0
0
28814580
0
0
45554533
0
55041367
18492362
0
171600000
97009150
0
0
51842679
100523181
128107642
0
201957688
105197635
2787965087
0
45000
6706368
0
141774679
14400000
362744280
41382841
7230000
17300889
187112
32392047
36690067
100138851
222809600
20710513
100734718
0
20719451
0
73276047
10372291
0
32251
0
362211740
119208989
111584787
10337477
0
34670720
0
0
30331165
1667192
100491683
0
8026971
0
20117339
0
202026112
74952305
66976317
15843608
0
0
0
0
0
0
0
34793160
0
0
97437106
0
426224
77477008
42647449
238207122
0
0
9494789
102984862
87713825
1431623
288383523
131940411
0
255000211
0
120072577
44862187
189859560
0
0
349424282
26049082
11850214
414211549
64437847
321365567
2295733
215294342
37710610
56308881
0
11000000
88715192
123922370
196781193
300135367
39407616
156822020
12902790
20211394
11110975
53086
77737889
18750246
14334401
0
319285
0
0
5409517
21930418
0
35763605
149281606
11000000
164508066
0
53830415
0
15478800
0
698491347
196114570
528972
28780255
332000000
259175788
6000000
69131860
3453043
0
30536013
29922472
347434178
0
288500217
33472850
0
3758328
18344729
40382659
13101672
0
86658558
46442528
63781810
0
41895491
28350000
0
4040588
17626234
6482195
41227069
1405403694
0
0
10089373
8200000
29506464
17800000
0
0
0
141407024
0
101624843
224012234
25037897
57490374
24748670
0
352114312
7000000
13681765
0
83320000
0
14873
52597999
61279452
309492681
0
61141030
497366869
49797148
31672907
190320568
0
4865000
5210988
42000000
115101622
41158757
0
18409891
113309743
373967
130358911
532950503
39187783
14782676
0
300854823
44017374
5659286
2400000
0
69623713
0
0
494471524
154648887
0
334901337
6575282
6800000
165615285
109502303
0
95404397
0
2297493
0
0
169837010
0
317000
68369434
22942221
0
2281000
139804348
56255142
8000000
20350754
32438988
41610884
0
118000000
626137675
26155781
94679598
202292902
383257136
321952
0
76932943
0
27000000
0
39041505
354704
31083599
89792502
10629321
852206
0
125586134
1686429
0
641100
70442940
250288523
55260558
441809770
589304
464000
318000141
0
4939939
0
0
120081841
1156730962
7103838
17570324
67800064
74188937
0
12232628
0
97918663
0
0
1400000
0
127906624
0
100914445
19905359
0
11833696
118880016
2506446
0
0
148412065
0
0
0
0
0
56505065
15369573
70016220
41205099
109906372
43312294
22456509
0
3606395
120620
374743
76488889
400176459
231976425
205754447
0
0
136766062
14000000
55969000
392616625
14567883
2154540
89162162
0
0
0
769653595
0
19844979
0
0
55181129
38535221
28451622
94000000
0
554987477
6490401
389925971
0
84772742
0
1678874
16829545
48668907
439564
11772461
33300000
0
99423521
17807569
264118201
158674180
0
5380251
110230332
239606210
181000000
0
0
246233113
36098382
100860818
17425000
28200000
44352417
233555708
40485039
8025872
0
147332697
11207130
173013509
0
0
3151130
59389433
201596308
17519169
20915465
16174377
46089287
153997819
90683916
958400000
70687344
0
115350426
0
0
31584901
169852759
56070433
209154322
28215918
0
378882411
96105964
544272402
2120439
173965010
585178928
15992615
160112671
1165882
5048693
13008928
0
100853753
0
381109762
271841
118587880
0
1046166
25473093
1243961
0
2154696
10
56825
0
0
0
36620508
0
65884703
33463969
33013805
0
0
19682924
39031337
219417255
73034460
20380
17872796
17280326
0
24793509
0
0
39438674
133821816
0
23430766
156505388
